Gender,Education_Level,Preferred_Activities,Location,Favorite_Season,Pets,Environmental_Concerns,Preference,Proximity_to_Mountains,Proximity_to_Beaches,Vacation_Budget,Travel_Frequency,Income,Age
non-binary,bachelor,skiing,urban,spring,0,1,1,50,98,1064,6,88731,58
non-binary,high school,swimming,urban,fall,1,0,0,136,213,1676,4,24348,57
female,master,hiking,suburban,fall,1,0,0,182,146,1369,3,66270,28
non-binary,bachelor,sunbathing,rural,summer,1,1,0,103,275,2081,9,100856,43
female,bachelor,swimming,rural,spring,1,0,0,298,198,2448,8,77959,18
male,master,sunbathing,rural,fall,0,1,0,252,235,3224,1,23616,47
male,doctorate,skiing,suburban,winter,0,0,1,188,290,2054,0,63641,60
male,doctorate,hiking,urban,winter,0,1,0,118,3,3241,6,82475,35
non-binary,bachelor,sunbathing,urban,spring,1,0,0,129,265,1180,7,23250,43
female,doctorate,hiking,suburban,summer,1,1,1,119,277,3516,1,68360,64
non-binary,master,swimming,suburban,spring,1,1,0,72,208,1749,1,106611,26
non-binary,bachelor,sunbathing,suburban,spring,1,0,0,133,261,1300,1,25988,26
female,master,sunbathing,rural,fall,0,0,0,13,251,1900,8,104953,18
female,master,swimming,rural,fall,1,1,0,53,125,1099,4,93276,24
female,high school,hiking,rural,fall,0,1,0,223,47,4187,2,91722,61
male,high school,sunbathing,urban,summer,1,1,0,104,268,1475,3,105063,59
non-binary,high school,hiking,urban,fall,0,0,0,299,30,1715,5,71711,68
non-binary,master,swimming,rural,winter,1,1,0,173,114,3973,3,81436,33
male,doctorate,swimming,urban,winter,0,1,0,219,195,762,9,38775,55
female,doctorate,hiking,rural,fall,0,0,1,284,290,1502,5,106267,28
non-binary,high school,skiing,suburban,fall,1,0,0,90,28,4420,6,75263,68
male,doctorate,sunbathing,suburban,fall,1,0,0,296,287,4350,7,104480,42
non-binary,bachelor,sunbathing,rural,summer,0,1,0,151,151,4466,6,54753,46
non-binary,doctorate,hiking,suburban,spring,1,1,0,274,194,4343,5,97707,36
non-binary,doctorate,swimming,urban,summer,1,1,0,65,60,3998,6,72522,35
female,high school,skiing,urban,fall,0,1,0,185,63,918,7,78422,64
female,bachelor,sunbathing,suburban,fall,0,1,0,254,87,760,1,105160,46
non-binary,bachelor,swimming,urban,fall,1,0,0,291,90,4444,8,62721,33
female,doctorate,skiing,urban,spring,0,0,1,102,106,3322,6,72414,63
male,doctorate,swimming,suburban,summer,0,0,0,287,264,1636,8,113501,57
male,master,swimming,rural,winter,0,1,0,108,226,3286,0,25849,25
non-binary,high school,hiking,urban,spring,0,1,1,125,127,4928,5,95283,51
male,master,sunbathing,rural,summer,0,1,0,41,227,3367,8,24877,23
female,master,skiing,urban,winter,1,0,1,35,194,4672,5,27076,62
female,high school,hiking,rural,fall,1,0,0,273,83,3832,9,119178,62
male,bachelor,sunbathing,urban,summer,0,0,0,144,273,1740,6,24935,47
non-binary,bachelor,hiking,urban,summer,0,1,0,146,76,2365,4,98964,61
male,bachelor,skiing,urban,fall,0,0,1,121,133,2143,6,66596,51
female,high school,skiing,rural,spring,0,1,1,31,59,2098,5,51658,38
non-binary,bachelor,swimming,suburban,fall,0,0,0,127,123,2636,9,33139,69
female,doctorate,sunbathing,suburban,fall,1,0,0,211,187,4707,7,106598,29
non-binary,master,swimming,urban,winter,1,1,0,2,87,1748,2,93778,66
non-binary,bachelor,hiking,rural,summer,0,0,1,146,160,1716,9,45079,23
non-binary,doctorate,skiing,urban,fall,0,1,0,140,76,1622,0,70926,56
female,doctorate,hiking,suburban,winter,1,1,1,61,257,4228,8,30280,23
non-binary,bachelor,hiking,rural,winter,1,0,0,127,32,1713,2,108790,21
non-binary,bachelor,sunbathing,urban,spring,1,1,0,207,83,2574,9,41392,26
male,high school,swimming,rural,summer,0,0,0,79,212,3386,9,101658,22
male,master,hiking,urban,fall,1,1,0,246,216,4400,2,88882,27
female,master,swimming,rural,fall,0,1,0,70,148,4052,9,49212,64
non-binary,high school,swimming,rural,fall,1,1,0,248,22,3931,3,35481,25
male,doctorate,sunbathing,rural,winter,1,1,0,142,18,579,4,21155,40
female,bachelor,swimming,rural,fall,0,0,0,167,244,4628,7,38628,21
non-binary,doctorate,swimming,urban,fall,0,1,0,135,107,1995,7,75295,54
female,high school,swimming,suburban,summer,0,0,0,109,228,4319,7,106669,24
non-binary,bachelor,skiing,suburban,summer,1,0,0,168,46,2534,0,62409,23
male,bachelor,swimming,suburban,fall,1,1,0,221,71,1560,9,47651,62
non-binary,high school,skiing,suburban,summer,1,0,1,22,193,3809,7,90405,68
male,doctorate,hiking,urban,spring,0,0,1,16,212,4355,4,75662,59
non-binary,doctorate,swimming,suburban,fall,0,0,0,63,172,524,2,104689,32
non-binary,bachelor,hiking,suburban,fall,1,0,0,262,92,2809,9,79136,52
male,bachelor,swimming,urban,summer,1,0,0,194,16,932,4,56088,67
male,master,hiking,urban,fall,1,0,1,97,159,2282,4,47222,49
male,high school,sunbathing,rural,fall,1,1,0,250,254,1376,0,20222,31
female,bachelor,swimming,rural,spring,1,0,0,63,179,4649,8,83117,52
male,high school,swimming,rural,spring,1,1,0,12,224,836,4,21606,28
non-binary,master,sunbathing,suburban,winter,1,1,0,197,215,2673,1,61520,27
female,master,sunbathing,urban,spring,1,0,0,153,112,2705,1,110799,34
female,doctorate,hiking,suburban,summer,0,1,1,74,122,1034,6,85340,30
female,doctorate,hiking,urban,winter,1,1,0,204,50,2105,8,41142,51
female,bachelor,swimming,suburban,spring,0,1,0,136,57,4761,4,35143,62
male,doctorate,skiing,rural,spring,1,1,1,25,108,4068,3,53484,68
non-binary,bachelor,sunbathing,urban,summer,0,1,0,158,239,664,1,100568,22
non-binary,high school,hiking,rural,summer,0,1,1,58,166,4123,3,105141,65
female,master,swimming,urban,winter,0,1,0,259,248,1518,3,33946,27
female,doctorate,swimming,suburban,summer,0,0,0,223,39,3154,8,32945,49
male,bachelor,sunbathing,rural,spring,1,0,0,286,30,1038,6,99776,29
non-binary,bachelor,skiing,urban,fall,1,1,1,79,191,4138,7,109594,69
male,master,swimming,rural,fall,1,0,0,197,263,1257,0,107162,30
female,bachelor,sunbathing,suburban,summer,1,0,0,143,284,3797,6,35946,38
female,doctorate,hiking,suburban,fall,1,0,1,145,188,2573,1,84006,65
female,doctorate,swimming,suburban,fall,0,0,0,144,185,1471,7,67092,50
non-binary,master,skiing,suburban,fall,0,1,1,149,187,3657,4,80967,58
non-binary,master,hiking,urban,winter,0,1,1,182,261,4489,3,54539,65
female,doctorate,swimming,urban,fall,1,0,0,42,244,2004,8,46733,68
non-binary,high school,swimming,urban,spring,1,0,0,209,42,3008,4,31612,64
female,bachelor,swimming,rural,summer,0,0,0,239,260,3030,0,48838,67
non-binary,bachelor,sunbathing,suburban,spring,1,0,0,135,157,504,4,41053,49
non-binary,bachelor,sunbathing,urban,fall,0,0,0,242,81,3061,6,30110,29
female,doctorate,swimming,urban,winter,0,0,0,52,251,1537,9,101880,63
non-binary,doctorate,swimming,suburban,spring,0,1,0,87,45,4548,8,20345,52
female,high school,sunbathing,rural,summer,1,0,0,9,290,879,4,61451,53
male,bachelor,skiing,rural,fall,1,1,1,265,297,4914,4,116892,55
non-binary,bachelor,hiking,suburban,winter,1,0,0,290,130,1106,2,81053,65
male,master,hiking,urban,winter,1,0,1,46,98,3992,4,30062,45
female,master,swimming,urban,summer,0,0,0,6,235,1700,4,60220,30
female,master,sunbathing,suburban,fall,1,1,0,147,117,2803,3,97592,29
non-binary,doctorate,sunbathing,rural,fall,1,0,0,262,110,3403,5,63769,39
non-binary,high school,hiking,rural,fall,0,1,1,21,101,976,8,72293,61
non-binary,doctorate,sunbathing,rural,summer,1,0,0,235,231,2310,2,96275,19
female,master,sunbathing,urban,summer,1,1,0,188,100,3816,2,80442,46
non-binary,high school,swimming,urban,summer,0,1,0,137,17,3626,9,78947,30
male,master,sunbathing,rural,spring,0,1,0,64,7,4264,5,93067,52
non-binary,doctorate,hiking,rural,spring,0,1,1,25,264,4870,4,115992,30
female,master,sunbathing,suburban,fall,0,1,0,5,176,577,7,67530,51
male,doctorate,sunbathing,suburban,winter,1,1,0,288,56,2303,7,46916,36
male,high school,skiing,urban,winter,0,0,0,118,29,4489,8,114385,26
non-binary,doctorate,skiing,urban,spring,0,0,0,52,7,1120,9,75835,69
female,master,swimming,urban,summer,0,0,0,27,208,1432,7,91636,48
female,high school,sunbathing,rural,spring,0,1,0,285,212,800,4,23650,50
non-binary,high school,sunbathing,rural,winter,1,1,0,160,185,670,6,116016,44
female,bachelor,hiking,rural,spring,1,0,1,11,206,4619,7,82046,62
non-binary,high school,hiking,suburban,summer,0,0,1,119,295,4387,4,73949,19
female,doctorate,sunbathing,urban,summer,1,1,0,263,202,3348,2,23672,32
male,master,hiking,suburban,summer,1,1,1,148,261,3395,7,63489,36
non-binary,high school,hiking,urban,fall,1,1,0,162,45,3800,6,114766,48
female,high school,hiking,urban,summer,1,1,0,263,139,2817,8,68048,33
female,high school,sunbathing,suburban,summer,1,1,0,207,109,2483,4,32513,60
non-binary,high school,hiking,rural,summer,0,1,0,281,252,1822,6,103734,32
male,bachelor,skiing,urban,winter,1,1,0,242,69,3188,3,82283,23
female,master,hiking,suburban,winter,0,1,1,147,206,1980,0,81296,31
non-binary,high school,skiing,suburban,fall,1,0,0,186,1,2994,2,63991,44
male,high school,skiing,suburban,fall,1,0,1,80,96,4844,9,111856,55
female,doctorate,hiking,rural,winter,1,0,1,180,279,1605,3,33636,36
female,bachelor,swimming,suburban,winter,1,1,0,140,111,992,8,61801,54
female,doctorate,swimming,suburban,summer,1,0,0,283,226,3650,3,52078,60
non-binary,doctorate,swimming,suburban,winter,1,0,0,9,260,1397,7,84717,21
non-binary,doctorate,skiing,rural,spring,0,1,0,196,54,2704,3,55052,43
non-binary,bachelor,swimming,suburban,fall,0,1,0,236,228,4755,6,52294,26
male,high school,sunbathing,suburban,summer,1,0,0,170,164,4272,7,61238,58
female,master,hiking,suburban,spring,0,1,0,232,40,4398,5,81872,66
female,doctorate,hiking,urban,summer,0,0,0,192,122,2660,9,70111,57
male,bachelor,sunbathing,rural,fall,1,1,0,9,49,2963,1,37046,32
male,high school,hiking,suburban,fall,0,1,1,68,239,3516,8,39983,58
non-binary,bachelor,hiking,suburban,summer,0,0,0,266,127,4891,3,100800,54
female,high school,sunbathing,urban,spring,1,1,0,233,249,654,5,106066,21
male,high school,hiking,rural,fall,0,1,1,68,144,2499,8,109649,43
male,high school,skiing,rural,spring,1,1,0,267,37,884,0,22383,69
male,high school,sunbathing,suburban,winter,0,0,0,250,74,4426,3,72289,35
non-binary,master,sunbathing,suburban,fall,1,0,0,36,202,1745,3,52157,58
non-binary,master,hiking,suburban,fall,0,0,1,168,245,4857,4,91265,52
female,high school,skiing,suburban,fall,1,1,0,47,12,4639,3,40967,58
non-binary,high school,skiing,suburban,summer,1,1,1,36,255,1372,1,66114,58
female,high school,hiking,suburban,winter,0,1,1,122,183,1966,8,52243,46
non-binary,high school,skiing,suburban,winter,1,0,0,162,91,2806,3,94363,41
non-binary,doctorate,hiking,urban,fall,1,0,1,28,79,2559,9,56282,21
non-binary,bachelor,sunbathing,suburban,spring,1,0,0,177,242,3932,0,109212,38
male,high school,swimming,rural,winter,1,1,0,175,105,2696,9,114319,56
non-binary,high school,hiking,rural,summer,0,0,0,194,79,3858,6,99011,24
female,master,sunbathing,rural,summer,1,0,0,110,89,3128,1,86229,40
non-binary,high school,swimming,rural,fall,0,1,0,178,69,3633,8,92483,57
male,high school,sunbathing,urban,fall,1,0,0,72,281,4680,2,36956,38
male,bachelor,hiking,urban,winter,0,0,1,52,65,1215,8,92608,18
female,bachelor,sunbathing,suburban,spring,0,0,0,165,53,797,1,81632,58
female,bachelor,swimming,rural,summer,0,0,0,84,196,3858,5,48256,42
male,doctorate,skiing,rural,summer,1,0,1,166,170,3367,8,65441,48
non-binary,bachelor,skiing,rural,fall,0,0,0,159,132,1321,8,42539,61
female,doctorate,swimming,suburban,summer,0,0,0,177,199,4748,2,36002,55
female,master,skiing,urban,spring,0,0,0,265,25,2359,9,92326,62
non-binary,bachelor,skiing,suburban,fall,1,0,1,30,243,4815,0,37324,22
non-binary,doctorate,swimming,rural,fall,1,1,0,48,231,4498,6,58918,48
non-binary,high school,skiing,suburban,fall,1,1,1,169,211,2554,3,48784,68
male,high school,sunbathing,urban,winter,0,1,0,275,163,1763,8,110127,18
male,doctorate,hiking,urban,fall,1,1,1,23,114,4335,8,75482,47
non-binary,master,sunbathing,urban,spring,0,0,0,282,16,4748,1,25599,35
female,doctorate,sunbathing,suburban,winter,1,0,0,2,87,1964,6,103099,25
female,bachelor,sunbathing,urban,summer,0,0,0,0,146,1287,7,43234,43
male,master,hiking,suburban,fall,1,1,0,79,38,4656,0,67011,57
male,doctorate,skiing,urban,spring,0,0,1,38,126,1435,4,113819,32
female,bachelor,swimming,urban,spring,0,1,0,249,237,1216,4,29775,36
male,high school,hiking,rural,fall,0,0,1,88,264,4530,9,38160,27
male,doctorate,sunbathing,suburban,spring,0,0,0,260,207,3255,1,55060,41
female,high school,sunbathing,urban,spring,0,1,0,209,229,2253,8,46471,33
non-binary,doctorate,sunbathing,urban,fall,0,0,0,146,65,3083,9,44815,60
female,high school,skiing,rural,fall,1,0,1,142,146,4469,2,67805,48
male,high school,skiing,suburban,spring,1,1,1,75,147,3159,3,61797,61
non-binary,high school,hiking,suburban,winter,1,0,1,182,255,3957,4,98664,33
non-binary,doctorate,sunbathing,rural,winter,1,1,0,205,265,4949,3,53635,33
female,high school,swimming,suburban,spring,1,0,0,25,94,2653,5,97672,45
non-binary,high school,swimming,urban,summer,1,0,0,6,12,2594,0,27755,37
non-binary,master,skiing,rural,summer,0,1,0,145,103,3911,5,38245,52
female,high school,sunbathing,suburban,summer,1,1,0,275,143,920,4,74189,26
non-binary,bachelor,skiing,rural,winter,0,0,0,260,213,4796,9,78699,57
non-binary,bachelor,sunbathing,urban,summer,0,0,0,230,266,3818,2,22445,27
female,master,swimming,urban,fall,0,1,0,262,237,4719,8,110177,62
female,bachelor,swimming,rural,winter,1,0,0,153,53,2477,9,95729,35
male,master,swimming,suburban,fall,0,1,0,189,218,1201,2,22621,62
male,bachelor,sunbathing,suburban,spring,1,0,0,129,163,1642,4,29498,62
female,doctorate,skiing,suburban,summer,1,0,1,148,187,4790,0,80459,32
male,doctorate,sunbathing,suburban,fall,1,0,0,211,226,3159,4,112368,62
female,high school,sunbathing,urban,spring,0,0,0,173,277,1126,5,74059,47
male,high school,sunbathing,urban,winter,1,1,0,159,244,3461,0,33354,65
male,bachelor,sunbathing,urban,fall,1,1,0,184,192,2732,7,95333,49
non-binary,high school,swimming,urban,summer,1,0,0,65,201,3020,4,117981,57
male,master,sunbathing,rural,spring,1,0,0,54,253,4520,5,72195,44
non-binary,master,swimming,suburban,winter,1,1,0,282,22,4488,1,70538,44
male,high school,swimming,rural,spring,1,1,0,186,50,3607,8,46776,36
non-binary,bachelor,hiking,rural,fall,1,0,1,6,65,2684,7,23445,27
male,high school,hiking,rural,winter,0,1,1,227,286,3177,7,91024,61
male,master,sunbathing,urban,spring,1,1,0,75,173,4905,5,36122,63
non-binary,bachelor,sunbathing,urban,summer,0,1,0,223,0,2748,9,90379,23
non-binary,high school,skiing,suburban,summer,1,0,0,171,10,782,3,79791,41
female,master,skiing,rural,summer,0,0,1,236,282,4074,1,109223,26
female,bachelor,sunbathing,suburban,summer,1,0,0,91,257,517,8,53819,44
non-binary,master,sunbathing,rural,summer,0,1,0,38,186,4002,0,114314,24
male,doctorate,swimming,suburban,summer,1,0,0,69,203,4804,7,111974,23
female,master,hiking,urban,winter,0,0,1,0,39,1286,7,26015,50
female,doctorate,swimming,rural,summer,0,1,0,4,3,3007,5,27515,38
female,bachelor,hiking,rural,winter,0,0,1,84,178,2007,5,52185,63
female,bachelor,sunbathing,suburban,spring,0,0,0,251,89,1804,1,49853,55
female,doctorate,sunbathing,suburban,fall,1,0,0,220,56,2694,5,33698,61
non-binary,doctorate,hiking,suburban,spring,1,1,1,30,204,3139,4,55770,34
female,high school,skiing,rural,summer,0,0,1,146,281,4889,6,110180,48
non-binary,bachelor,sunbathing,rural,fall,0,0,0,229,88,4554,6,68104,54
non-binary,doctorate,swimming,suburban,spring,0,1,0,276,206,4743,5,111746,28
male,doctorate,skiing,rural,spring,1,1,1,95,136,4246,2,79011,45
female,bachelor,skiing,urban,winter,1,1,0,125,99,2090,6,82972,22
female,high school,skiing,urban,summer,1,1,1,134,186,2931,4,117304,29
male,bachelor,swimming,rural,fall,0,0,0,230,258,4453,4,50152,20
female,high school,sunbathing,urban,fall,0,1,0,206,143,4951,1,27470,58
female,bachelor,swimming,suburban,summer,1,0,0,155,95,4909,8,42696,55
non-binary,bachelor,hiking,rural,summer,1,0,1,172,197,4263,7,22547,19
non-binary,master,hiking,rural,fall,1,0,0,35,25,987,0,107904,43
male,bachelor,sunbathing,rural,spring,1,1,0,113,199,1358,0,113188,19
non-binary,high school,swimming,rural,summer,1,1,0,85,230,1271,3,33435,29
female,doctorate,swimming,urban,winter,0,0,0,261,62,3175,9,63845,57
female,high school,skiing,rural,fall,0,0,0,290,165,998,7,38759,19
male,doctorate,sunbathing,suburban,fall,1,1,0,57,132,3143,0,68235,58
female,doctorate,sunbathing,suburban,fall,0,0,0,182,242,712,1,30722,33
male,high school,hiking,suburban,spring,0,0,1,137,271,4954,1,48055,47
female,high school,sunbathing,urban,fall,1,1,0,169,140,4747,4,23810,64
male,master,hiking,suburban,winter,0,0,0,268,212,1157,9,86842,63
female,high school,sunbathing,urban,summer,0,1,0,139,104,4834,4,114375,69
female,high school,skiing,suburban,winter,0,1,0,273,131,3678,8,69151,53
female,master,skiing,urban,spring,0,1,0,96,49,808,6,32127,21
female,bachelor,skiing,urban,summer,1,1,0,250,128,2476,8,63662,28
female,bachelor,swimming,suburban,summer,0,0,0,129,70,1203,5,41421,41
male,master,swimming,rural,fall,0,1,0,69,125,4257,8,46183,35
male,master,hiking,suburban,winter,1,0,1,131,244,1646,8,75966,44
non-binary,high school,hiking,urban,winter,1,1,1,37,58,1395,6,30695,54
male,master,swimming,urban,summer,1,0,0,221,292,2826,6,38342,19
female,doctorate,sunbathing,suburban,winter,0,1,0,34,35,2834,3,58109,32
male,master,skiing,urban,summer,0,1,1,192,253,2990,4,22391,28
female,master,swimming,suburban,fall,1,0,0,122,35,1230,5,50373,44
female,bachelor,swimming,suburban,fall,1,0,0,266,113,1614,2,64033,66
non-binary,master,hiking,urban,fall,0,0,0,257,19,2795,4,71182,65
male,high school,hiking,suburban,winter,1,1,0,270,171,677,6,103999,64
male,high school,skiing,suburban,spring,1,1,1,240,274,905,1,37657,40
female,bachelor,sunbathing,urban,spring,1,1,0,286,157,4018,6,50662,52
male,high school,hiking,rural,spring,0,1,1,113,128,1596,6,84608,69
male,high school,hiking,suburban,winter,1,1,1,156,167,3282,3,34844,47
male,high school,sunbathing,rural,winter,0,1,0,199,255,2819,3,61052,64
female,high school,swimming,suburban,summer,0,1,0,260,80,501,7,96973,41
male,master,skiing,rural,spring,0,1,1,88,289,1558,0,49983,36
female,bachelor,swimming,urban,summer,0,1,0,127,89,3111,5,70287,46
female,doctorate,sunbathing,urban,summer,0,0,0,40,121,2406,4,72444,30
male,high school,sunbathing,rural,summer,0,0,0,156,23,2609,1,35990,65
non-binary,doctorate,skiing,suburban,fall,1,0,1,39,107,1705,1,115477,40
female,doctorate,skiing,suburban,summer,1,0,0,152,93,3295,5,51269,29
male,doctorate,hiking,rural,spring,1,0,1,67,182,688,7,78151,66
non-binary,master,sunbathing,rural,winter,1,0,0,224,95,4795,5,32349,65
female,high school,hiking,rural,summer,0,0,0,186,15,3940,0,119463,58
non-binary,high school,sunbathing,rural,fall,0,0,0,248,106,2663,2,114909,46
male,doctorate,swimming,rural,winter,0,1,0,143,81,859,0,103125,23
non-binary,bachelor,skiing,suburban,spring,0,0,0,243,210,2188,3,106517,68
non-binary,master,swimming,suburban,winter,1,0,0,20,135,841,3,33256,40
female,doctorate,swimming,urban,fall,1,1,0,255,281,2244,9,103982,48
female,master,sunbathing,suburban,fall,1,1,0,242,181,1518,3,21816,62
male,high school,skiing,suburban,summer,1,0,0,269,136,1751,4,55007,38
female,doctorate,sunbathing,suburban,winter,1,0,0,32,24,4482,2,56235,41
non-binary,master,swimming,rural,summer,1,0,0,207,229,3752,9,102498,25
non-binary,bachelor,swimming,suburban,winter,0,1,0,97,37,645,6,20202,61
male,master,sunbathing,suburban,winter,1,1,0,77,230,3881,0,21111,26
female,high school,hiking,rural,summer,1,0,0,291,141,3198,9,51764,39
